10000 7500
4631 169 9505
4632 177 11935
4633 189 1560
4634 192 12320
4635 140 10606
4636 189 4469
4637 146 11226
4638 80 22680
4639 134 26442
4640 151 15159
4641 104 21142
4642 162 28230
4643 196 23395
4644 111 429
4645 178 4016
4646 109 10778
4647 41 6477
4648 176 14245
4649 172 17871
4650 60 696
4651 133 121
4652 100 566
4653 138 23715
4654 133 3535
4655 196 10267
4656 110 18443
4657 200 24239
4658 88 11788
4659 106 21671
4660 64 4203
4661 110 3804
4662 156 9206
4663 96 14043
4664 194 1019
4665 49 2718
4666 42 6741
4667 142 19581
4668 98 20535
4669 136 13255
4670 77 16155
4671 153 19114
4672 158 13985
4673 49 21269
4674 100 20042
4675 83 20691
4676 140 14977
4677 150 15575
4678 158 17477
4679 153 6688
4680 39 1529
4681 133 2913
4682 198 18594
4683 149 28279
4684 80 18492
4685 165 9548
4686 143 17758
4687 110 9244
4688 134 1070
4689 184 3865
4690 191 26155
4691 99 21706
4692 99 25400
4693 152 24368
4694 84 6896
4695 135 14074
4696 144 16811
4697 130 5749
4698 68 15831
4699 100 20883
4700 90 28264
4701 71 15320
4702 45 11796
4703 59 24114
4704 153 7779
4705 178 10327
4706 149 5236
4707 200 4119
4708 115 15663
4709 94 26214
4710 118 5893
4711 72 13685
4712 199 3625
4713 130 10811
4714 183 29813
4715 117 129
4716 196 14827
4717 32 20449
4718 70 22715
4719 122 22190
4720 149 25244
4721 92 17129
4722 103 10899
4723 135 7466
4724 169 2436
4725 55 25470
4726 96 20318
4727 75 13735
4728 31 4940
4729 25 26101
4730 200 2589
4731 189 9179
4732 32 18029
4733 163 20389
4734 191 20541
4735 139 17587
4736 112 21446
4737 51 22614
4738 49 8665
4739 183 28905
4740 164 16462
4741 143 25780
4742 179 9881
4743 194 13425
4744 188 10410
4745 126 2275
4746 62 12106
4747 69 6765
4748 126 23784
4749 186 17228
4750 156 22436
4751 182 12811
4752 81 22232
4753 56 22577
4754 56 11855
4755 50 18348
4756 180 28560
4757 119 11446
4758 112 6344
4759 95 29611
4760 169 10748
4761 149 12454
4762 61 26041
4763 139 29339
4764 200 5428
4765 142 16851
4766 175 10436
4767 85 18095
4768 83 11437
4769 152 16267
4770 147 14857
4771 174 4310
4772 32 1444
4773 99 28207
4774 179 16977
4775 145 7243
4776 116 12405
4777 40 26929
4778 85 21618
4779 179 4621
4780 29 25536
4781 55 1259
4782 171 27484
4783 50 21342
4784 160 19081
4785 144 14914
4786 41 18573
4787 159 23704
4788 72 17681
4789 94 10506
4790 90 26078
4791 124 15085
4792 170 13795
4793 197 29630
4794 109 20983
4795 66 15161
4796 95 8425
4797 108 5193
4798 76 18477
4799 158 27531
4800 173 10493
4801 68 17845
4802 81 14370
4803 164 1784
4804 58 9809
4805 105 19411
4806 198 6388
4807 168 27071
4808 159 22860
4809 84 8299
4810 139 7302
4811 43 6713
4812 150 16230
4813 25 27985
4814 122 14791
4815 163 24966
4816 187 20662
4817 34 700
4818 95 709
4819 123 13432
4820 45 21124
4821 179 29106
4822 47 13690
4823 184 397
4824 61 29228
4825 47 3095
4826 185 8506
4827 135 4958
4828 119 28064
4829 86 12145
4830 46 4808
4831 174 14488
4832 181 26272
4833 27 6851
4834 172 24022
4835 130 20201
4836 81 29476
4837 34 25359
4838 69 21834
4839 148 2418
4840 77 10802
4841 144 10293
4842 163 21671
4843 58 26746
4844 30 24543
4845 162 15291
4846 94 22351
4847 186 1170
4848 134 14965
4849 76 28306
4850 66 4653
4851 162 6834
4852 105 14163
4853 152 29997
4854 116 27947
4855 54 9760
4856 133 14278
4857 92 4407
4858 180 11653
4859 168 2033
4860 107 16393
4861 99 11896
4862 192 23452
4863 177 16421
4864 200 21084
4865 158 105
4866 161 15935
4867 50 12569
4868 154 9130
4869 77 25149
4870 140 27683
4871 101 22176
4872 32 1312
4873 95 24259
4874 157 10438
4875 123 1863
4876 55 26317
4877 167 24630
4878 32 26823
4879 162 4536
4880 59 8480
4881 136 26347
4882 38 17930
4883 123 7215
4884 27 4183
4885 164 16838
4886 145 13624
4887 78 20176
4888 159 24652
4889 90 10603
4890 137 17076
4891 42 20975
4892 72 2576
4893 140 9512
4894 190 3006
4895 151 23656
4896 85 1390
4897 106 18602
4898 111 17972
4899 193 29081
4900 67 4532
4901 119 371
4902 147 7636
4903 91 15793
4904 71 4980
4905 148 13727
4906 32 15213
4907 38 11799
4908 100 26657
4909 198 23537
4910 182 11708
4911 177 23850
4912 162 26250
4913 28 8768
4914 38 8268
4915 113 6376
4916 103 119
4917 130 7305
4918 194 3644
4919 81 16392
4920 40 2196
4921 110 7031
4922 56 17523
4923 165 17899
4924 92 16491
4925 196 26545
4926 62 11332
4927 179 17647
4928 181 9198
4929 199 21802
4930 65 10615
4931 137 12967
4932 69 11275
4933 55 1190
4934 190 26071
4935 165 29893
4936 115 6754
4937 115 28378
4938 125 8456
4939 141 21160
4940 106 27712
4941 128 5847
4942 59 14450
4943 30 22975
4944 151 2612
4945 33 23815
4946 178 19305
4947 197 6662
4948 75 16107
4949 147 28201
4950 90 14487
4951 133 16796
4952 112 17720
4953 77 21868
4954 167 7801
4955 155 3824
4956 192 7083
4957 78 27258
4958 116 15867
4959 65 27883
4960 150 11361
4961 121 14407
4962 145 17534
4963 36 13948
4964 96 17974
4965 124 22169
4966 196 29296
4967 28 23700
4968 31 6841
4969 183 25893
4970 73 4946
4971 108 26505
4972 148 22090
4973 90 16263
4974 108 20346
4975 169 9138
4976 130 18546
4977 48 8723
4978 135 27316
4979 134 16070
4980 81 23873
4981 55 17749
4982 40 29906
4983 48 16535
4984 178 9718
4985 83 27739
4986 95 24847
4987 43 3042
4988 192 708
4989 33 13947
4990 166 3449
4991 196 29111
4992 194 22980
4993 97 10776
4994 143 19558
4995 86 11935
4996 190 11436
4997 139 12950
4998 101 186
4999 180 24439
5000 120 24614
5001 121 24566
5002 92 5475
5003 96 25451
5004 174 16912
5005 110 3587
5006 144 8833
5007 50 1410
5008 76 23234
5009 193 4810
5010 192 9030
5011 81 2573
5012 121 5483
5013 138 14510
5014 109 21357
5015 92 15572
5016 43 20180
5017 81 24486
5018 78 14096
5019 121 1835
5020 119 5686
5021 118 10423
5022 62 20823
5023 128 22682
5024 128 368
5025 171 9551
5026 126 3291
5027 52 12566
5028 174 3997
5029 171 14442
5030 146 18726
5031 149 24028
5032 113 22853
5033 25 4558
5034 45 8449
5035 81 27011
5036 190 24518
5037 129 5004
5038 180 25616
5039 29 12099
5040 104 7879
5041 90 11733
5042 154 3773
5043 114 19943
5044 145 4077
5045 72 9474
5046 122 17100
5047 181 8059
5048 88 28366
5049 64 5956
5050 54 25360
5051 175 27300
5052 157 16751
5053 199 17920
5054 151 12691
5055 43 14702
5056 129 28020
5057 122 1738
5058 88 3435
5059 72 15912
5060 95 15119
5061 114 6665
5062 66 11590
5063 155 24874
5064 27 27338
5065 165 23121
5066 178 10147
5067 140 1630
5068 170 5426
5069 134 21968
5070 28 25920
5071 37 15036
5072 75 15806
5073 142 2082
5074 144 21157
5075 97 3103
5076 172 26082
5077 159 14845
5078 32 24489
5079 30 23978
5080 170 23251
5081 130 3579
5082 173 20221
5083 33 19350
5084 70 1110
5085 125 26465
5086 109 689
5087 133 3671
5088 134 4626
5089 160 12086
5090 126 6448
5091 108 14761
5092 106 1306
5093 174 22905
5094 42 22027
5095 186 323
5096 101 16684
5097 86 1378
5098 48 15462
5099 79 21606
5100 163 8396
5101 94 26303
5102 68 29570
5103 29 1930
5104 139 12076
5105 183 19033
5106 83 5554
5107 89 10108
5108 195 9750
5109 28 15356
5110 169 2598
5111 86 23405
5112 169 2283
5113 182 15240
5114 104 28213
5115 37 17018
5116 168 24915
5117 112 15691
5118 172 19644
5119 76 17735
5120 143 7986
5121 103 2946
5122 75 10559
5123 117 3101
5124 93 28769
5125 144 28437
5126 62 16838
5127 57 9702
5128 40 29327
5129 149 19568
5130 139 1786
5131 161 4146
5132 132 26257
5133 180 3887
5134 116 20160
5135 141 23971
5136 105 4739
5137 188 24388
5138 74 16320
5139 200 18310
5140 152 22296
5141 130 22805
5142 37 14938
5143 146 10956
5144 64 3799
5145 35 18154
5146 120 19812
5147 147 14987
5148 172 1191
5149 193 1967
5150 110 23198
5151 73 25846
5152 40 29204
5153 33 25937
5154 92 24073
5155 94 6963
5156 40 991
5157 96 14556
5158 49 14977
5159 31 12896
5160 175 8738
5161 66 7062
5162 141 6052
5163 120 20968
5164 66 23625
5165 62 4943
5166 110 1575
5167 93 21109
5168 34 3725
5169 78 29005
5170 173 7643
5171 184 3220
5172 34 24791
5173 55 13618
5174 47 25990
5175 185 11246
5176 143 3914
5177 155 15979
5178 54 16707
5179 58 29911
5180 51 12583
5181 174 3504
5182 69 18346
5183 188 27639
5184 94 24361
5185 155 8923
5186 76 15314
5187 70 29693
5188 144 12621
5189 70 26223
5190 26 16174
5191 52 2392
5192 32 8478
5193 90 6405
5194 120 8019
5195 195 18218
5196 81 17520
5197 33 11110
5198 49 29037
5199 68 16991
5200 189 11742
5201 113 8104
5202 200 14406
5203 76 13511
5204 122 3809
5205 173 18339
5206 103 29904
5207 130 16422
5208 70 15451
5209 98 9917
5210 69 5492
5211 175 20422
5212 188 26207
5213 179 17932
5214 131 22982
5215 82 1344
5216 107 834
5217 111 14482
5218 192 29947
5219 177 1321
5220 147 14077
5221 100 89
5222 101 16741
5223 86 28714
5224 152 15687
5225 174 2012
5226 115 13116
5227 73 3246
5228 147 6667
5229 65 17269
5230 136 26099
5231 124 17075
5232 156 4411
5233 76 1227
5234 61 29548
5235 188 14463
5236 129 28559
5237 160 10309
5238 43 7413
5239 102 23842
5240 180 24003
5241 182 20630
5242 39 990
5243 59 29145
5244 33 15051
5245 165 13656
5246 85 11377
5247 114 27137
5248 163 2286
5249 115 2847
5250 81 7262
5251 69 4513
5252 116 14564
5253 141 27471
5254 49 23842
5255 56 21428
5256 45 29869
5257 161 7667
5258 195 12283
5259 195 14867
5260 45 29575
5261 98 21186
5262 111 5604
5263 74 9441
5264 105 23036
5265 135 28777
5266 130 18652
5267 98 12469
5268 71 24462
5269 107 1543
5270 184 7603
5271 114 18852
5272 103 11378
5273 62 14681
5274 196 9680
5275 51 3697
5276 142 4421
5277 186 9261
5278 128 25907
5279 53 616
5280 86 13692
5281 56 1943
5282 95 9033
5283 164 11909
5284 159 24350
5285 164 4502
5286 136 19125
5287 33 15775
5288 191 26222
5289 63 13218
5290 53 12706
5291 154 4210
5292 142 24499
5293 150 9853
5294 61 14875
5295 140 28403
5296 30 16211
5297 65 7260
5298 116 14756
5299 104 11442
5300 138 21675
5301 191 23761
5302 72 15647
5303 151 358
5304 132 29046
5305 175 6824
5306 31 6841
5307 145 5228
5308 131 855
5309 144 4448
5310 25 1899
5311 154 20646
5312 181 9546
5313 169 19704
5314 150 6128
5315 33 16111
5316 131 23439
5317 199 21306
5318 85 8462
5319 167 10008
5320 91 11589
5321 103 25609
5322 133 4216
5323 172 2472
5324 182 22267
5325 95 3502
5326 125 22472
5327 75 18625
5328 169 11107
5329 65 2670
5330 42 22177
5331 68 21388
5332 136 17707
5333 189 7404
5334 144 17059
5335 140 10026
5336 160 4242
5337 58 29780
5338 129 6469
5339 195 26230
5340 71 21873
5341 155 29251
5342 64 6581
5343 139 29065
5344 111 2555
5345 78 11273
5346 180 9570
5347 140 16699
5348 116 28057
5349 62 23443
5350 147 17865
5351 132 26466
5352 83 15453
5353 62 13267
5354 121 4848
5355 161 3359
5356 185 15579
5357 25 120
5358 184 3187
5359 72 16198
5360 134 13622
5361 150 13177
5362 175 12834
5363 155 26818
5364 146 328
5365 188 2356
5366 121 6431
5367 126 16651
5368 35 25067
5369 117 20155
5370 82 15765
5371 161 15690
5372 120 8825
5373 42 6207
5374 163 21345
5375 60 24104
5376 78 2578
5377 72 10860
5378 139 13506
5379 117 26300
5380 146 4288
5381 103 8378
5382 150 3828
5383 60 8952
5384 54 1296
5385 154 11512
5386 93 5322
5387 41 24756
5388 74 19362
5389 154 26157
5390 187 6069
5391 172 22024
5392 62 10244
5393 92 408
5394 173 16912
5395 123 13934
5396 40 8066
5397 111 14621
5398 93 42
5399 189 23491
5400 162 5382
5401 98 24750
5402 56 14906
5403 169 1201
5404 100 3170
5405 69 14974
5406 174 321
5407 189 588
5408 124 22584
5409 75 10664
5410 192 16758
5411 142 13399
5412 63 23260
5413 59 13067
5414 126 27943
5415 117 991
5416 53 24262
5417 68 20380
5418 168 27948
5419 116 19787
5420 85 1641
5421 192 29410
5422 65 24460
5423 197 18876
5424 188 13696
5425 187 2891
5426 109 488
5427 25 1627
5428 108 27011
5429 29 23401
5430 146 10306
5431 47 10982
5432 175 2834
5433 121 20086
5434 53 5644
5435 136 14601
5436 60 20983
5437 98 15596
5438 59 26711
5439 127 8838
5440 30 16714
5441 40 17210
5442 105 17072
5443 76 23652
5444 26 22584
5445 84 9035
5446 129 24146
5447 72 13808
5448 59 27728
5449 173 4111
5450 132 20117
5451 191 17007
5452 163 15425
5453 67 2893
5454 111 19777
5455 58 28892
5456 146 12513
5457 45 6395
5458 40 17640
5459 102 13666
5460 103 23450
5461 52 19464
5462 131 25420
5463 175 27278
5464 131 13515
5465 68 9222
5466 183 2803
5467 93 21082
5468 187 5183
5469 94 361
5470 55 18408
5471 76 14153
5472 128 21704
5473 155 6856
5474 55 20592
5475 49 2269
5476 81 25924
5477 140 20692
5478 39 1354
5479 105 27194
5480 189 2060
5481 71 24851
5482 70 8995
5483 68 29440
5484 137 16258
5485 80 28192
5486 81 5403
5487 96 11936
5488 90 2890
5489 79 25504
5490 145 15663
5491 117 26578
5492 107 25856
5493 141 9281
5494 162 5237
5495 194 24782
5496 56 25593
5497 72 18510
5498 131 11916
5499 85 1468
5500 181 24101
5501 163 9189
5502 135 18354
5503 108 15665
5504 147 22619
5505 72 27427
5506 129 15292
5507 156 2571
5508 36 17624
5509 196 21061
5510 180 1029
5511 186 6508
5512 117 11825
5513 129 7560
5514 100 25669
5515 155 28264
5516 81 21389
5517 68 1976
5518 38 17632
5519 144 13688
5520 178 5159
5521 114 1234
5522 107 17822
5523 181 14302
5524 93 28360
5525 154 4657
5526 52 3907
5527 100 2361
5528 123 18884
5529 56 15823
5530 80 1650
5531 94 10673
5532 166 4242
5533 192 15483
5534 153 12991
5535 90 8474
5536 189 22987
5537 51 21303
5538 112 26215
5539 76 22605
5540 134 23669
5541 181 23962
5542 31 14776
5543 170 19658
5544 83 12593
5545 80 24562
5546 138 25917
5547 26 13631
5548 150 585
5549 33 4734
5550 191 4634
5551 47 14428
5552 140 5618
5553 138 21132
5554 144 24038
5555 160 26406
5556 194 10996
5557 103 15281
5558 83 29392
5559 194 12133
5560 200 16769
5561 30 2577
5562 149 24632
5563 167 25547
5564 88 21671
5565 128 21495
5566 136 26191
5567 122 6627
5568 88 18003
5569 54 16343
5570 48 11493
5571 36 6098
5572 192 22170
5573 170 7314
5574 113 9019
5575 142 9896
5576 163 2492
5577 176 21175
5578 107 5030
5579 73 28690
5580 68 29705
5581 176 29355
5582 79 2457
5583 182 10406
5584 84 3739
5585 100 15203
5586 88 22200
5587 76 26775
5588 89 19029
5589 81 5930
5590 71 23534
5591 41 185
5592 33 4649
5593 72 29499
5594 198 14432
5595 37 6378
5596 112 24724
5597 172 22734
5598 101 18065
5599 171 344
5600 52 12591
5601 130 19739
5602 158 13198
5603 57 25510
5604 154 26953
5605 151 12977
5606 175 29968
5607 161 22863
5608 48 10872
5609 50 20645
5610 80 26902
5611 150 22143
5612 177 15458
5613 197 25157
5614 138 24367
5615 100 8029
5616 37 23750
5617 143 18098
5618 139 20632
5619 144 15524
5620 152 21398
5621 156 14422
5622 61 18013
5623 61 2332
5624 76 5998
5625 169 539
5626 75 9054
5627 50 875
5628 167 13910
5629 56 10737
5630 76 10587
5631 69 21585
5632 88 22884
5633 186 11282
5634 51 29641
5635 158 13802
5636 87 8009
5637 120 18755
5638 157 11860
5639 135 1257
5640 169 3119
5641 155 3459
5642 148 828
5643 197 13035
5644 89 13068
5645 83 29365
5646 111 25239
5647 157 27990
5648 66 6982
5649 64 20692
5650 199 25133
5651 198 4013
5652 61 15421
5653 199 5514
5654 200 26557
5655 154 27840
5656 99 14916
5657 74 18199
5658 152 11982
5659 89 13184
5660 50 7707
5661 108 25056
5662 25 9848
5663 61 3771
5664 198 15020
5665 198 29804
5666 160 5307
5667 32 19645
5668 63 9286
5669 142 24358
5670 139 8279
5671 93 11869
5672 66 29846
5673 187 21641
5674 140 7651
5675 161 13229
5676 85 23724
5677 52 1006
5678 60 14032
5679 192 3105
5680 52 5589
5681 116 15555
5682 136 19427
5683 135 14326
5684 192 6708
5685 164 10906
5686 34 13584
5687 95 14532
5688 174 29193
5689 196 1609
5690 84 10996
5691 141 4904
5692 88 5824
5693 93 14643
5694 119 23388
5695 107 1610
5696 137 27006
5697 197 28928
5698 72 5067
5699 173 21495
5700 71 28288
5701 121 9464
5702 168 25175
5703 147 1653
5704 199 6519
5705 181 13914
5706 162 7153
5707 90 4937
5708 40 13782
5709 163 15534
5710 106 20029
5711 80 18850
5712 194 17012
5713 41 9817
5714 134 7381
5715 56 16556
5716 77 10064
5717 188 23892
5718 30 2718
5719 112 5956
5720 140 11508
5721 150 9454
5722 76 21391
5723 190 14339
5724 60 16673
5725 88 18693
5726 149 23367
5727 174 87
5728 146 8022
5729 135 8808
5730 195 17566
5731 123 3775
5732 69 10438
5733 154 9218
5734 108 5913
5735 30 28743
5736 196 17747
5737 188 18783
5738 57 5290
5739 89 27012
5740 82 2992
5741 49 28662
5742 47 12302
5743 36 13088
5744 140 15003
5745 111 12078
5746 128 6314
5747 180 12901
5748 71 26221
5749 174 6258
5750 61 13643
5751 65 25904
5752 197 19548
5753 54 29581
5754 93 24158
5755 137 23150
5756 133 25001
5757 44 6211
5758 46 26911
5759 187 3977
5760 193 23897
5761 46 27185
5762 58 14609
5763 157 23313
5764 85 8554
5765 122 12961
5766 61 10922
5767 40 12641
5768 78 6253
5769 38 1658
5770 50 21518
5771 48 10263
5772 174 22971
5773 113 171
5774 113 12123
5775 172 14498
5776 60 2905
5777 90 18933
5778 82 4470
5779 61 28342
5780 103 18167
5781 127 11571
5782 184 9222
5783 60 5909
5784 139 12785
5785 199 28588
5786 150 15078
5787 186 27171
5788 104 1675
5789 133 10632
5790 61 14192
5791 97 8872
5792 97 19514
5793 53 10962
5794 135 16401
5795 47 7006
5796 111 3309
5797 40 16359
5798 43 25491
5799 147 10709
5800 139 12537
5801 184 18928
5802 118 850
5803 138 18365
5804 132 26143
5805 189 5376
5806 150 477
5807 192 3782
5808 63 18404
5809 127 20325
5810 60 398
5811 74 22075
5812 162 4962
5813 169 5292
5814 92 13403
5815 200 21431
5816 124 8000
5817 46 12609
5818 105 9160
5819 102 428
5820 94 6322
5821 131 21987
5822 166 26402
5823 193 15844
5824 93 23215
5825 65 2313
5826 196 16202
5827 27 10022
5828 131 15523
5829 25 27967
5830 149 7665
5831 157 13920
5832 200 6106
5833 41 7216
5834 25 3854
5835 179 3270
5836 199 19797
5837 177 6028
5838 159 10081
5839 120 7355
5840 39 4392
5841 171 3259
5842 25 16757
5843 168 18108
5844 31 4944
5845 146 20260
5846 184 18174
5847 155 10975
5848 143 7059
5849 86 22248
5850 104 2184
5851 101 3790
5852 101 3477
5853 130 14531
5854 173 8041
5855 37 16852
5856 136 7904
5857 86 9376
5858 44 16093
5859 83 9643
5860 148 26260
5861 70 16348
5862 169 4080
5863 178 15064
5864 123 21864
5865 183 4754
5866 55 9179
5867 104 16027
5868 152 24713
5869 53 2564
5870 73 28794
5871 175 21536
5872 113 22228
5873 71 14060
5874 152 11098
5875 46 5708
5876 133 23603
5877 159 21790
5878 155 25728
5879 77 27877
5880 127 20515
5881 142 11638
5882 133 17525
5883 152 25052
5884 69 4573
5885 72 27693
5886 174 29734
5887 100 22766
5888 146 26491
5889 145 12985
5890 76 527
5891 188 21296
5892 121 23450
5893 37 10867
5894 34 26289
5895 79 6768
5896 75 17725
5897 157 29200
5898 169 28773
5899 131 23838
5900 153 4570
5901 194 19414
5902 88 23462
5903 75 8969
5904 104 19003
5905 57 3891
5906 49 23349
5907 154 2714
5908 118 20975
5909 148 12327
5910 119 28675
5911 127 16770
5912 39 20203
5913 41 27999
5914 55 29275
5915 84 11375
5916 189 26070
5917 172 14500
5918 35 19318
5919 148 15834
5920 169 4476
5921 84 10553
5922 152 27613
5923 90 27326
5924 67 3198
5925 60 18554
5926 168 11450
5927 195 974
5928 109 3995
5929 52 9683
5930 45 9864
5931 74 13465
5932 117 28197
5933 36 1815
5934 195 10487
5935 168 2187
5936 91 26427
5937 43 19138
5938 191 8709
5939 151 25330
5940 186 8819
5941 195 26481
5942 36 25557
5943 198 4624
5944 87 9129
5945 123 15523
5946 88 11716
5947 132 7628
5948 144 9655
5949 106 27426
5950 166 9793
5951 164 11456
5952 51 25055
5953 25 12962
5954 91 29760
5955 139 22020
5956 138 28525
5957 92 11549
5958 185 28657
5959 133 6335
5960 177 6831
5961 169 9481
5962 154 3548
5963 108 4809
5964 43 2902
5965 99 9696
5966 190 14550
5967 167 1617
5968 108 28095
5969 186 19718
5970 118 29220
5971 113 12783
5972 184 12940
5973 132 28176
5974 196 16856
5975 166 2085
5976 110 9070
5977 101 24935
5978 98 11376
5979 87 2172
5980 61 8329
5981 51 16027
5982 151 3017
5983 195 2482
5984 47 8572
5985 96 5317
5986 55 10288
5987 123 5534
5988 180 25134
5989 133 17527
5990 45 14570
5991 35 12026
5992 159 13879
5993 56 12608
5994 159 13055
5995 35 28587
5996 31 2997
5997 173 14261
5998 181 8607
5999 79 19828
6000 162 21646
6001 144 7672
6002 149 25946
6003 93 7864
6004 48 23265
6005 103 9420
6006 162 21353
6007 126 20529
6008 88 11109
6009 40 19542
6010 27 24267
6011 168 21898
6012 103 9093
6013 118 15980
6014 123 11956
6015 87 17581
6016 137 7302
6017 140 18238
6018 199 14809
6019 77 678
6020 161 4195
6021 42 4963
6022 196 14247
6023 171 13483
6024 51 4978
6025 56 25870
6026 52 3855
6027 191 9211
6028 91 6628
6029 190 13350
6030 32 996
6031 26 28536
6032 33 8885
6033 93 17895
6034 101 25578
6035 181 14470
6036 164 5022
6037 176 1671
6038 92 21274
6039 105 27326
6040 83 7232
6041 99 8199
6042 87 17313
6043 41 385
6044 125 18950
6045 94 18876
6046 33 27367
6047 139 10945
6048 164 10536
6049 111 6296
6050 41 115
6051 53 12236
6052 152 22900
6053 27 7107
6054 101 18115
6055 25 23128
6056 171 3979
6057 134 6433
6058 116 1438
6059 137 21584
6060 107 3255
6061 99 23035
6062 53 4221
6063 195 6872
6064 108 15521
6065 120 3572
6066 60 10284
6067 168 27123
6068 168 12418
6069 94 60
6070 92 21366
6071 27 2230
6072 120 7216
6073 158 22987
6074 37 4535
6075 178 5391
6076 53 1380
6077 161 8409
6078 41 8755
6079 137 26708
6080 188 11152
6081 176 9911
6082 131 22439
6083 97 7322
6084 128 318
6085 30 18091
6086 187 6920
6087 121 17027
6088 96 18038
6089 69 22788
6090 100 935
6091 91 360
6092 50 2955
6093 73 20618
6094 134 6753
6095 118 5985
6096 104 23957
6097 31 15690
6098 51 5631
6099 60 3954
6100 197 393
6101 36 3983
6102 200 25068
6103 153 27799
6104 74 13726
6105 67 5677
6106 108 1469
6107 141 29677
6108 111 27509
6109 63 22484
6110 173 13972
6111 28 22164
6112 176 27066
6113 37 7026
6114 65 7216
6115 43 21349
6116 176 9374
6117 43 27624
6118 50 22692
6119 134 23899
6120 169 28712
6121 111 27428
6122 60 24667
6123 72 17307
6124 103 23750
6125 118 2787
6126 193 14610
6127 190 28352
6128 83 15507
6129 121 27075
6130 138 22707
6131 47 6682
6132 57 20106
6133 153 19226
6134 101 12430
6135 44 25565
6136 126 25402
6137 72 377
6138 109 2799
6139 59 18595
6140 93 3825
6141 190 16973
6142 26 22683
6143 181 6460
6144 133 27053
6145 135 911
6146 104 28309
6147 48 28192
6148 150 952
6149 145 7562
6150 189 6892
6151 110 7226
6152 109 8821
6153 27 28713
6154 140 1637
6155 132 27224
6156 141 15041
6157 44 6598
6158 51 12224
6159 154 22264
6160 101 22944
6161 94 5388
6162 60 19821
6163 67 16018
6164 44 27347
6165 163 10504
6166 102 9409
6167 186 12882
6168 29 8036
6169 67 12552
6170 112 11606
6171 103 27837
6172 158 323
6173 122 17072
6174 186 23843
6175 31 4526
6176 90 21564
6177 193 27094
6178 144 19843
6179 175 2155
6180 173 13041
6181 59 21426
6182 73 13092
6183 124 23382
6184 95 4958
6185 149 13502
6186 27 22060
6187 98 25912
6188 102 28476
6189 95 17631
6190 134 11374
6191 37 28160
6192 129 2069
6193 77 14321
6194 128 14715
6195 99 15452
6196 115 11837
6197 38 2908
6198 40 23889
6199 105 28758
6200 54 8573
6201 156 21760
6202 32 12653
6203 143 29365
6204 176 13357
6205 172 16150
6206 66 15504
6207 61 27667
6208 76 22265
6209 107 15835
6210 91 11165
6211 31 11085
6212 178 14516
6213 32 6985
6214 108 22984
6215 55 13601
6216 157 706
6217 120 8540
6218 166 29382
6219 137 7190
6220 90 7604
6221 115 13820
6222 43 20351
6223 166 17030
6224 191 6176
6225 25 25945
6226 116 10503
6227 125 23045
6228 66 10077
6229 150 16125
6230 172 12124
6231 37 10968
6232 53 5084
6233 156 15242
6234 121 16468
6235 199 29906
6236 127 28473
6237 181 23529
6238 191 7914
6239 166 14141
6240 81 19774
6241 61 14133
6242 188 29818
6243 129 7997
6244 46 19910
6245 65 12953
6246 185 197
6247 185 27565
6248 136 2484
6249 159 22448
6250 159 11589
6251 106 13021
6252 134 18782
6253 93 11588
6254 32 23458
6255 169 23488
6256 152 12165
6257 124 19859
6258 118 27501
6259 168 21875
6260 58 28328
6261 196 25795
6262 37 11452
6263 119 10156
6264 183 18869
6265 68 9237
6266 98 7661
6267 89 23223
6268 34 5157
6269 82 29489
6270 142 6890
6271 57 11845
6272 183 596
6273 96 1036
6274 136 12263
6275 39 21858
6276 86 10442
6277 76 15466
6278 77 66
6279 110 12179
6280 175 10929
6281 127 8448
6282 165 20023
6283 94 21382
6284 99 12831
6285 79 144
6286 129 13847
6287 61 15127
6288 130 26396
6289 186 1594
6290 122 15424
6291 163 1951
6292 161 23806
6293 145 24109
6294 135 25742
6295 87 1861
6296 70 4053
6297 108 7962
6298 131 18329
6299 71 25605
6300 192 2917
6301 173 3584
6302 163 20441
6303 30 20261
6304 140 11223
6305 86 8197
6306 31 21656
6307 107 5215
6308 125 10267
6309 132 22035
6310 144 11962
6311 32 25381
6312 71 10555
6313 150 22793
6314 156 15389
6315 70 12747
6316 185 26850
6317 130 17772
6318 50 11391
6319 168 10477
6320 141 29885
6321 153 8315
6322 76 5171
6323 66 19704
6324 38 12853
6325 162 27797
6326 54 11985
6327 162 23532
6328 36 9223
6329 141 4127
6330 171 17426
6331 65 25620
6332 27 9554
6333 55 7916
6334 120 21422
6335 144 26260
6336 50 13416
6337 71 19197
6338 146 18104
6339 28 10375
6340 148 26989
6341 68 8473
6342 198 14053
6343 141 20569
6344 179 1033
6345 127 590
6346 130 17919
6347 169 9084
6348 88 15951
6349 111 24767
6350 84 18094
6351 106 5029
6352 77 1952
6353 25 26446
6354 127 15828
6355 45 10066
6356 120 4048
6357 179 10845
6358 156 3247
6359 77 17726
6360 63 2459
6361 147 5440
6362 97 27227
6363 163 17848
6364 65 14225
6365 142 26900
6366 166 9992
6367 160 10178
6368 63 8856
6369 167 21054
6370 115 2499
6371 167 13851
6372 26 26009
6373 191 997
6374 127 26108
6375 43 16237
6376 174 19741
6377 196 25295
6378 32 18902
6379 30 6496
6380 94 2108
6381 124 11795
6382 123 18027
6383 28 6745
6384 171 11299
6385 78 21565
6386 109 11621
6387 95 26695
